152,70.0759219088937
206,50.05422993492408
268,73.07917570498915
279,121.13123644251627
248,146.1583514099783
258,126.13665943600867
311,116.12581344902387
364,139.15075921908894
365,195.2114967462039
320,225.24403470715836
288,216.23427331887203
319,199.21583514099783
365,215.23318872017353
384,246.26681127982647
368,279.30260303687635
334,295.3199566160521
322,286.31019522776575
328,283.3069414316703
343,323.35032537960956
380,355.38503253796097
474,378.40997830802604
545,381.4132321041215
559,403.43709327548805
541,440.47722342733186
489,489.5303687635575
458,538.5835140997831
450,609.6605206073752
462,681.7386117136659
487,754.8177874186551
471,812.880694143167
450,834.9045553145336
