1,166,142
1,169,188
1,221,164
1,294,122
1,318,133
1,291,196
1,316,231
1,351,254
1,325,262
1,317,288
1,304,244
1,269,232
1,258,194
1,232,175
10,114,130
10,120,154
10,157,179
10,173,221
10,183,307
10,200,324
10,228,302
10,256,295
10,278,293
10,286,287
10,263,249
10,275,226
10,303,202
10,276,189
10,227,207
10,210,223
10,193,231
