127,113
102,110
76,110
80,94
102,94
124,104
127,83
138,68
127,56
103,54
93,45
99,32
124,36
137,47
144,62
158,56
175,51
179,35
191,14
207,13
215,22
202,31
193,42
190,52
200,60
215,75
229,59
250,51
267,57
269,65
261,72
246,70
228,75
227,81
232,94
239,106
256,104
274,106
289,114
293,122
280,128
268,121
257,116
243,116
231,110
216,87
194,67
169,64
147,73
138,85
137,105
134,112
128,112
