236,29.031453362255967
290,50.05422993492408
301,97.10520607375271
292,134.14533622559654
328,134.14533622559654
364,158.17136659436008
375,212.2299349240781
420,233.2527114967462
435,267.2895878524946
406,303.3286334056399
388,324.351409978308
402,341.36984815618223
443,337.3655097613883
468,362.3926247288503
494,456.4945770065076
582,573.6214750542299
604,622.6746203904555
581,701.7603036876355
523,727.7885032537961
484,727.7885032537961
444,772.8373101952278
401,786.8524945770065
379,741.8036876355749
392,666.7223427331887
412,572.6203904555315
407,513.5563991323211
371,474.51409978308027
321,446.4837310195228
279,421.4566160520607
252,348.37744034707157
255,291.31561822125815
215,298.3232104121475
191,332.3600867678959
161,355.38503253796097
119,340.36876355748376
90,292.3167028199566
104,248.26898047722344
148,199.21583514099783
182,143.15509761388287
170,95.10303687635574
187,40.04338394793926
236,29.031453362255967
261,35
236,29.031453362255967
