173,278.3015184381779
212,270.29284164859
259,322.3492407809111
264,385.4175704989154
245,426.4620390455531
250,469.50867678958787
280,484.5249457700651
349,464.50325379609546
395,476.5162689804772
406,534.5791757049892
380,593.6431670281995
368,622.6746203904555
368,654.709327548807
345,674.7310195227766
304,657.7125813449024
264,637.6908893709327
247,599.6496746203904
232,542.587852494577
208,512.5553145336225
176,504.5466377440347
147,484.5249457700651
135,443.48047722342733
151,404.4381778741866
175,365.3958785249458
180,340.36876355748376
162,295.3199566160521
190,264
173,278.3015184381779
